review,sentiment,label
"Vulpine Massacre should have been this movies actual title. And the tag-line should have read ""Guaranteed to make your kids CRY!"" This is a nature drama telling the story of a family of wild foxes in a remote region. Starting with the meeting and pairing of two young foxes and the eventual birth of a large family and the trials of raising them. The only speaking is done in narrative by a tree that stands over the den, giving insight into the animals loves and lives... Lovely scenery and gorgeous filming of the animals. Sounds good huh? Well from there things go straight to hell and then start drilling towards the core...<br /><br />*** Spoilers Below - Or they it may be a Warning!***<br /><br />Almost first off we learn one of the foxes is born blind. But seems to get along well enough and there's a beautifully cheerful musical score to accompany him... And then he dies... Next we have one of the siblings adventures. And then he dies... One of the sisters gets her screen-time... and then she dies...And so it goes like some horrific slasher movie as one fox after another is killed off by nature, in traps, just up and vanish, and even by a bunch of snowmobiles! By the end of the movie almost all the foxes have been massacred. Though mercifully no deaths are shown on screen. (Least not in the version we saw.) Unlike say ""Tarka the Otter"" the deaths in this movie are almost all pointless and border on the sadistic in the way hopes are built up and then snuffed out. One or two losses would have been acceptable. It is a nature film after all. But not nearly the whole family.<br /><br />Do not go to see this film deceived by the cheery box into thinking its safe for the kids. Watch it with some foreknowledge that things are *not* going to go well at all and that you or your kids may be left feeling very badly depending on how sensitive you or they are. You may enjoy it. Or you may not...",negative,0
"Think of this pilot as ""Hawaii Five-O Lite"". It's set in Hawaii, it's an action/adventure crime drama, lots of scenes feature boats and palm trees and polyester fabrics and garish shirts...it even stars the character actor ""Zulu"" in a supporting role. Oh, there are some minor differences - Roy Thinnes is supposed to be some front-line undercover agent, and the supporting cast is much smaller (and less interesting), but basically the atmosphere is still the same. Problem is, ""Hawaii Five-O"" (another QM product) already existed at the time and had run for years. It filled the market demand for Hawaii-based crime dramas quite adequately. Code Name: Diamond Head may have been intended as the hier to H50 as the older series eventually dwindled away...but it comes across as a superfluous, 2nd rate copy. It doesn't suck, but it's completely derivative and doesn't do anything as well as the original.<br /><br />There is some decent acting talent involved here. Thinnes is an old pro, and he gives the role his best shot, and he isn't bad. But Thinnes is only as good as his material and his director. Ian McShane is in here as an evil spy master named ""Tree"", and McShane tends to be the most interesting actor in any scene he appears in. But he's phoning his part in here. Frances Ngyuen is reasonably exotic looking, but her astounding skinniness, opaque features, thick accent and wooden delivery aren't the stuff of which dreams are made. Relying on her to supply the 'romantic interest' for Thinnes was probably the series' biggest mistake. At least for for a series aimed at white audiences brought up with Marsha Brady and Peggy Lee as our love goddesses. Give her another 30 lbs and a year with a dialog/voice coach, and she might cut it. Zulu is, well, his usual self - enjoyable in bit parts, but he isn't a person who can carry a feature by himself. <br /><br />In addition, the plot and dialog are strictly by-the-numbers, with nothing to distinguish them from any other Quinn Martin production. And by this point, the American TV audience had seen a whoooole lot of QM productions....I think ""CN: DH"" was one too many, and it sank without a trace. It wasn't the really the actors' fault, and I hope they walked away from this with a decent paycheck and one more entry on their C.V.s. <br /><br />MST3000 revived this for their treatment in their sixth season, and they had a lot of good natured fun with it. Worth seeking out in that version if you enjoy the MST approach to movie japery and lampoon, but I can't imagine anyone caring about this pilot for any other reason.",negative,0
"again such kind of zero-budget digital-video cam trash. and again I fell into this trap cuz the title had ""zombie"" in it (german title: ZOMBIE ATTACK!) the story: on halloween some people visit the ""museum of the dead"", it's a trap, a crazy doctor wants to kill the people, everything connected to some aztec-cult. so they fight against some zombies in there.<br /><br />ultra cheap scenery: some corridors with black tape on it. a few dilettantish drawings and a few skulls as you can find them in every fun-shop. no actors, just low-grade models waking around with absolutely no idea what to do. no effects. laughable make-up, your local hobby-make-up-zombie-fan will do it better, some time it looked as if they had not enough money for enough colour, otherwise they just could not do it like this, man, they have to realize the looks of their ""zombies"". some laughable martial-arts fights with the zombies, slow-motion. just, when the director wants to have it scary he uses some standard digital-video-cam effect where everything is flackering. unbelievable! 0 out of 10!",negative,0
"Hobgoblins... what a concept. Rick Sloan was a master with this film. He had the brilliance to produce a film with actors that couldn't act. On top of that, he chose to write a script based on some sort of bad acid trip gone serriously wrong. Put it together, you end up with a film that sucks more than a warehouse filled with suction cups and vaccum cleaners. This movie was very painful. The pain it caused is about equal to the pain caused by having your genitals carved out with a spoon, and then having the entire wound covered with salt and Hydrochloric acid.",negative,0
"""This film is great! I watched it with some friends and we thought it was proof that a film doesn't have to see commercial success to be a hit!"" ...is what I would love to be able to say about this film. In the words of the film itself ""you are very very bad!"" I went to see an unlicensed acupuncturist once so generally agree with the moral of the film though.<br /><br />i'd include a spoiler, but the lack of plot makes this very tricky. overall, a cinematic disaster.<br /><br />quotes; 'you're not a leper at all!' 'you're beautiful, and i bet you're nice too' 'have you ever seen a naked man's body?' 'you couldn't break a piece of straw.'<br /><br />cameos in dubbing; Micheal cane x3, harold bishop, steve erwine, benjamin netinyahoo, yoda.",negative,0
"Frank Tashlin's 'The Home Front' is one of the more lifeless Private Snafu shorts, a series of cartoons made as instructional films for the military. Rather than have Snafu take some inadvisable actions leading to disaster, 'The Home Front' instead focuses on his loved ones back home and how much they have to offer to the war effort too. Snafu realises he was wrong when he thought they had it easy. It's a concept with few possibilities for good gags and instead Tashlin plays the risqué card more heavily, extended jokes involving strippers and scantily clad dancing girls in place of much effective comic relief. The result is a well-meaning short which has little relevance or entertainment value today other than as an historical artefact.",negative,0
"That movie while slightly flawed was entirely entertaining. About half an hour into Be Cool, I started to have Hollywood Homicide flashbacks. But guess what? This is worse. Even the dance number is bad. I like most of the cast in this movie, so that makes me feel bad about writing a negative review of it but I feel obligated. The Rock, Andre 3000, and Vince Vaughn were in a comedy. No one else seemed to decide what movie genre they were acting in. I feel bad for Travolta because he brought the same Chili Palmer from Get Shorty to this movie. He was totally consistent in the role, but this movie is so different from the original that the character sticks out like a sore thumb. I was going to give this movie 4/10 because I like the actors so much but there is a conversation in the movie about a certain song that is so asinine I couldn't believe the performers actually said it. If you want to go to the movies this weekend there should still be some Oscar contenders out there. That would be a much better way to spend your time.",negative,0
"Boring, rank nefarious plot, some of the worst direction I've ever come across, inane acting and horribly clichéd. The movie ends with one of the main characters waking from a dream. WHAT's WITH THAT? Even JR from Dallas couldn't survive that lame twist. <br /><br />You have what can only be described as an inappropriate relationship developing between a main character and a young girl, which is ostensibly meant to be fatherly, but which comes off as perverse. You have freshman community college movie school special effects with loopholes the size of the Kimberly Hole. This is like Children of the Corn meets Passion of the Christ imposed on an endless loop of government administration training video - by the end of it, if you aren't contemplating ending it, you have no brain.<br /><br />Don't bother.",negative,0
"A sadly predictable, clichéd story about a woman who was no better than she should have been. Sadly, too, the screenplay is by the once-great experimental novelist John Dos Passos, from an original by French exotic potboiler Pierre Louys. This time Marlene Dietrich is Concha, a manipulative, cold-hearted Spanish beauty. Don Pasqual (Lionel Atwill) raises her from the cigarette factory, but she ditches him. He warns his tall young friend Antonio (Cesar Romero) against her, but to no avail. A duel ensues, Concha reproaches Pasqualito for trying to kill the only man she ever cared for, so he doesn't: he points his pistol at the sky, but Antonio shoots him. But instead of going off to Paris with the young victor, she goes back to the man who would have died for her. With an unexpected bit by Edward Everett Horton as a Spanish Governor. Dietrich plays the part of a Spanish woman by moving constantly, twisting at the waist and posturing and then twisting back, flouncing, tossing her head, and so forth. And she makes faces, and has a curl in the middle of her forehead. The photography is strangely crowded: no outdoor scene can be shot except through a tangle of bare trees, no interior scene can be shot without so much busy detail that it's almost impossible to follow people moving across a room, no consecutive scene of Dietrich can be shot without a major wardrobe change. The carnival scenes are so full of confetti and streamers it's almost like an underwater scene in the Sargasso Sea.",negative,0
"I've never expected too much from a film by trashy B-movie director Jim Wynorski: a silly premise, some cheapo effects and a bit of nudity from some busty babes, and I'm usually fairly happy.<br /><br />Well, Cheerleader Massacre delivers on the former and definitely the latter, but unfortunately is a tad light when it comes to the splatter. And when a film has the word 'massacre' in the title, and scrimps on the gore, then Houston, we have a problem.<br /><br />Wynorski's movie centres on a group of cheerleaders who, along with their teacher, mini-bus driver and a couple of guys, become stranded in the mountains during a snowstorm. They make their way on foot to a deserted mountain retreat, where they find food and shelter. And a crazy killer who wants them all dead! From the outset, good old Jim ensures that his film features plenty of scenes loaded with T&A, and includes the obligatory shower scene, along with numerous other moments in which tasty women get nekkid (including a spot of raunchy softcore sex and a very gratuitous three-babes-in-a-hot-tub scene). None of the women look young enough to be cheerleaders (and are never even seen in their outfits), but who cares about such details when they're all too willing to strip off in the name of art?<br /><br />I do care, however, about the movie's numerous lacklustre deaths. With such an extremely lurid title, I had been hoping for some inventive bloodletting to go with all of the bums, bush, and boobs; instead, practically all of the killings occur off-screen or feature next to no gore. Only a silly post-decapitation scene (achieved with cheap-as-chips CGI) comes anywhere near to delivering the goods.<br /><br />Still, if you're feeling in the mood for some titillation, or a bit of slasher silliness minus the grue, then, at 82 minutes, at least Cheerleader Massacre won't be too much of a waste of your time.",negative,0
"This was disappointing. It started well enough but as it went on and lost every opportunity to soar, it fell flat. Maria Schrader's acting is dreadful, never seeming to mean what she says, or even knowing what she says until she says it. She showed no genuine emotion at all, not for her beloved goy, or her mother's story. When with Lena she seemed to have little more than an academic interest in Lena's story. There never seemed to be a real relationship between Lena and her mother except her mother seemed to be having a good time at the wedding, which isn't much. The supposed parallel between Hannah's ""mixed"" romance and her mother's relationship with her father was as cliché as they come, and failed miserably anyway. The wedding was completely unconvincing and a dumb finish. The climax of the protest was uninspiring, and no matter what Lena had or had not done to influence the outcome, she would surely have shown some complexity of feeling at the time, a haunted look, an inexplicable ambivalence. In fact, none of the characters in the film had any depth or spark. It was very hard to care about any of them, even little Ruth. Everything with Luis was a distraction. (Why did she dis him so when on the phone from the hotel? There was no context or explanation whatever for that.) If every reference to him was removed it wouldn't be noticed. <br /><br />A simple story made confusing by poor character development (who was whose mother, again??) weak acting, and directing that made everyone look like they were acting. You could almost hear ""quiet on the set!...."" I started thinking this was worthy of a 7, but as the film went on it dropped rapidly to a 4, then earning a 3 after the silliness of the wedding scene. This was about as cold and sterile a movie as I have seen. A terrible waste of a good story.",negative,0
"Terror in the Jungle is a real find. If you saw it, you're one of the few lucky ones. It's hilarious!<br /><br />The story is about an airplane crashing in the middle of the south american jungle. The crash scene has to be seen to be believed. Everyone dies in the crash or they're subsequently eaten alive by crocodiles. Only a young blonde boy survives. A nearby tribes brings the kid to their village and they (all males) venerate him because of his golden hair! I kid you NOT! At the end, there's a lot of wrestling between the natives and the man on the search for any survivors of the downed airplane. All the while, the kid sits on a throne and his blond hair is surrounded by a golden halo and he cries nonstop!! It's a hoot!!!<br /><br />Very obscure and contains very questionable subtexts. A must if you're into obscure, it's-so-bad-it's-good movies.",negative,0
"Ever wanted to see how low a movie could sink? Well, look no further! This movie has it all! <br /><br />Racism jokes, handicapped jokes, overweight jokes, suicide jokes, murder jokes, drug jokes, animal abuse jokes, eating dirt jokes, old man young wife jokes, cancer jokes, gay jokes, crap jokes, falling flat on one's face over and over jokes, overuse of blood jokes, rape jokes, pee jokes, alcohol abuse jokes, anal rash jokes, a bunch of people yacking their coffee back up jokes, nudity jokes, see who can say the most swear words in one scene jokes, lesbian jokes, girlfriend abuse jokes, and the list goes on and on people!<br /><br />The worst part is: none of it is funny! (Not that anyone would find most of those funny to begin with.) It seems that when it just can't get any worst, it pushes your expectations to an all new bottom, as it always seems to find another to make the viewer feel worse. There was one scene that had me almost throw up and almost completely depressed at the same time. I don't think I need to point out which one, but then again, I'm sure there are other scenes that will give people this same feeling.<br /><br />There was one moment at the end of the movie that actually made sense and was slightly realistic, when suddenly one of the characters in the scene was piled on with the nastiest remains of a trash bag and thrown several feet on the ground only to have a bunch of beer bottles smashed into his head. All of this probably when he least deserved it. So all thought of a 1 more point redemption was quickly regarded. This is indeed a terrible movie. This is one that needs to be studied and bisected into small parts at a film school to teach students what not to do.",negative,0
"For anyone craving a remake of 1989's Slaves of New York. What are there, seven of you? Here it is... was.<br /><br />This undercooked movie has studiously vapid characters (Well they're club-kids, ya big jerk!) that are in holding patterns. The big question seems to be, just how long can a young adult remain juvenile? It took three people to write this 'story'? Good god, it was easier to come up with Citizen Kane. Rather than take viewers back, this movie should just embarrass anyone who was a scene-ster in the early 90s.<br /><br />The idea that a fifty year old woman envies a bunch of self-absorbed kids from a different era is the world as only self-absorbed, twenty-somethings could imagine it. The odd sidebar about library work is not the sub-plot one expects from the equivalent of Parker Posey's Breakin 2: Electric Bugaloo. Her ""I'm serious about graduate school!"" while a stripper grinds on her is hysterical. Posey's shtick is always amusing, but there are projects that are beneath her. I was asleep before it crossed the 40 minute mark.",negative,0
"The prerequisite for making such a film is a complete ignorance of Nietzche's work and personality, psychoanalytical techniques and Vienna's history. Take a well-know genius you have not read, describe him as demented, include crazy physicians to cure him, a couple of somewhat good looking women, have his role played by an actor with an enormous mustache, have every character speak with the strongest accent, show ridiculous dreams, include another prestigious figure who has nothing to do with the first one (Freud), mention a few words used in the genius' works, overdo everything you can, particularly music, and you are done. Audience, please stay away.",negative,0
"***SPOILER ALERT***<br /><br />I love Tim Roth, I really do, and he does his best with an unbelievable role. I can see how this is a movie that might look good as a script, but it's convoluted, unlikely and ultimately silly. I saw the fake death ending coming a mile away. Rene Z. tries hard with an underwritten part, and so does Patricia Arquette. The detective whose name I can't remember (the one that's not Chris Penn) is a big sweaty over actor. See it if you're not smart enough to differentiate between a movie being so clever you can't follow it, and so confusing you can't understand it. See it if you like cheesy camera work that makes you seasick. See it if you love to watch Tim Roth work with an unwieldy script. See it if it comes on late at night for free. Otherwise, rent The Usual Suspects.",negative,0
"The worst film ever made, bar none. Give yourself a pat on the back if you can possibly sit through every excruciatingly painful minute of it. Except for the bit where the hard-luck loser turned deranged psychopath from forced medical experimentation pours his pea soup on the doctor's head and laughs like any good raving lunatic should...that's all.",negative,0
"Where do I begin, its one of the most frustrating movies I've seen because it makes a lot of sense in terms of the point but it comes off as seriously stupid. A movie about a ghost inhabited bed?? The first 2 minutes of the movie shows a black and white flashback of a weird looking fat dude going dominatrix on a Fabienne from Pulp Fiction lookalike contest winner and strangles her with his tie. This is supposed to set up how the bed factors into the story. Still though, if you wanted an opening to keep people interested or send them away early, having a strangulation is the way to do it. Fast forward to the present day, a married couple moves into an apartment with a friendly landlord and begins unpacking their things, so far everything's normal. Then one night while doing the hippity dippity on a single mattress, they realize they need a bed frame. This is where things get fishy, why didn't they bring or buy a g*d damn bed frame before they got there? We learn that the door leading to the attic where the first 2 minutes took place doesn't open but then once the couple realizes they need a bed frame, the door magically opens. They go up to the attic and discover the old bed frame and decide to bring it downstairs and their lovemaking days are saved...or so they thought. The rest of the movie centers around the both of them being haunted by the bedframe. The female is an artist so she starts drawing up the ghoulish images she dreams about and the male is a photographer so he starts having his models act as if they're bring tortured or tied up.(one of which has gray hair and appears over 50 years old, yuck) The female grows increasingly scared and she discovers the house she lives in was once a haven for serial killings and murders which bring about the end to the movie. They find the friendly landlord murdered (which makes no sense since ghosts need to take a human form to kill) and decide to get the hell out of dodge. While packing up, the husband moronically goes up into the attic where he is possessed by the crazy fat dude and the female bashes his skull in before the cops show up and take her to a mental ward where she kills some dude trying to hit on her.<br /><br />Well if you've read this far you have to be thinking one thing.......WHY THE HELL DIDN'T THEY JUST THROW THE BEDFRAME OUT THE WINDOW???? Seriously, they never said anything about the actual house being haunted, just the bed....so why not get rid of the damn thing and move on? That's why the movie is so frustrating because it actually is a good plot and the actors follow suit accordingly but there are more holes in it than Sonny Corleone at a toll booth. The couple did try to leave town as upposed to every other movie that has the ol ""oh lets give this place a chance honey"" scheme going, so props to that. Still though, me and my buddy who watched the movie kept saying every 5 minutes....why didn't they just throw the bed out? Especially once they learned it was haunted would have been a good time to set it on fire or something.<br /><br />All in all its a near-watchable movie with plenty of porno like bed scenes and a believable plot (to an extent) but the solution is so simple you're scratching your head by the end of the movie wondering how stupid can the married couple be? The highlight of the movie is when the husband tells the 50 year old model to spread her legs and his assistant tells him that he can't shoot her like that.<br /><br />4 out of 10 (a low budget porno The Man Show would love)",negative,0
"Committed stars (Heather Graham) along with (Casey Affleck) and (Luke Wilson). Its the story of Joline who is determined to find her ex-husband who is in the process of a mid-life crisis. <br /><br />Committed was not at all what I expected it was lacking in comedy which was ultimately the genre. It was beyond stupid and un-realistic, Casey Affleck delivered a reasonable performance, Graham's recent roles have been lack-luster and this is not an improvement.<br /><br />Graham's most recent role was Blessed which I also found misleading and didn't appeal to me at all.<br /><br />Pros Affleck<br /><br />Cons Predictable, Unrealistic, Poor Acting and not a comedy movie!",negative,0
"The movie was not a waste except for some boring scenes in between.But the women cast gave a pretty good show than the males who were laughable. <br /><br />But Krista Allen really rocked in the movie .Her voice was so seducing and sexy.The scenes in the bed involving Krista should have shortened but she made it so watchable and sexier than any one could do.Krista really is one of the best in such roles.She also enacted quiet well as the baddie in the last 5 minutes,which is the interesting part of the movie.<br /><br />Burt Reynolds was not that good and this was not his best as an action star.He could have chosen a better script than this.Ireally think he did for money.",negative,0
"**SPOILERS*** Slow as molasses mummy movie involving this expiation in the Valley of the Kings in Egypt that has to be aborted in order to keep the native population, who are at the time revolting against British rule, from finding out about it.<br /><br />Given the task of getting to this archaeological dig by his superiors British Capt. Storm, Mark Dana, together with a couple of British soldiers and Mrs. Sylvia Quentin, Diane Brewster, the wife of the head man at the dig Robert Quentin, George N. Neise, make their way to the unearthed mummy's tomb. On the way there Capt. Storm Sylvia and his men run into this desert-like princess Simira, Ziva Rodann.<br /><br />Simira seems to be superhuman in her ability to withstand the rigors of desert life, she doesn't drink water or get tired, but also knows just what Capt. Storm & Co. are looking for and warns him and his group to stay as far away from the dig, Pharaoh's Ra Ha Tet tomb, as possible.<br /><br />At Ra Ha Tet's burial chamber Robert Quentin and his crew of archeologist's together with his Egyptin guide Simira's brother Numar, Alvaro Guillot,already opened his tomb before Capt. Storm can get there to stop them. Quentin violated Ra Ha Tet's body by having Dr. Farrady, Guy Prescott, cut his bandages. This action on Robert's and Dr. Farrady's part has Numar faint dead in his tracks. It later turns out that Numar somehow was possessed by Ra Ha Tet's spirit or soul who took over his body and caused him to age, at the rate of 500 years per hour, to become himself a 3,000 year-old mummy.<br /><br />The movie has Numar dressed in what looks like a pair of pajamas slinking around Ra Ha Tet's tomb and it's surroundings attacking and sucking out the blood in order to survive, like a vampire, of anyone man or animal that he comes in contact with. This blood-sucking adventure by Numar, with him later losing his right arm, goes on for some time until the by now crazed Quentin trying to find the entrance, you in fact thought that he already found it, to Ra Ha Tet's tomb get's himself killed is an indoor rock slide.<br /><br />We learn at the end of the movie that Numar, to absolutely no one's surprise, is actually Ra Ha Tet reincarnated into another, some 3,000 years later, person or life. Numar's sister the mysterious and sexy Simira is not only Ra Ha Tet's sister, since him and Numar are really one and the same person, but also the Egyptian Cat Goddess Babesti! Also not that hard to figure out.<br /><br />With Numar/Ra Ha Tet back in his tomb and all the deaths, due the the Pharaoh's Curse, now at an end Capt. Storm Sylvia and whatever is left of his men and the late Robert Quentin's archaeological expedition trek their way back to Cairo and modern, this in 1902, civilization. The survivors of Pharaoh Ra Ha Tet Curse keep what they found, and unearthed, only to themselves since no one would believe them anyway.",negative,0
"For the life of me I can't figure out why anyone would make a movie like this. The plot is tired, the acting is strained, the language is consistently foul and at times the over use of the ""F"" word seemed like a lack of dialog was prevalent so 'let's throw in another couple of ""F's"" for good measure, that's what the American public wants to hear'. Gossett was particularly foul and seemed to enjoy his part. Forget this c__p, rent 'Shrek"" and have a good laugh.",negative,0
"OK, what to say about Actium Maximus...<br /><br />There are some bad movies that are so horribly awful they circle 'round to awesome. There are bad movies that just suck in their own right. There are good movies, and so-so movies, and movies that are just fun. Then there's Actium Maximus. You can't make a spoiler for this movie because to do that you would have to understand the action enough to comment. This particular movie is worse than Turkish Star wars one and the sequel too. Those movies are so bad they circle 'round to awesome and they make you feel drunk even if you're stone cold sober. Actium circles 'round from bad to awesome, but then it doesn't stop there, it takes another trip to badville, then 'round again to awesome, then finally it sets up a little feudal kingdom on the border of ""Bad"" and ""stock footage of paint drying while a harpy screams incoherently."" If you are into self punishment this movie is for you. It actually will cause your brain to hurt.",negative,0
"My first question after seeing this film was, ""Why is the title LIAM?"" If the intent was to tell a story from the boy's perspective, it was not carried out well. Of course there was the formulaic use of camera angles in the boy's scenes, but much of the crucial action took place outside of his field of view. Having a ""main"" character unable to speak (obviously suggesting the mute, powerless position of a child) makes it difficult to give that character much depth.<br /><br />Melodrama is defined as: ""dramatic or other literary work characterized by the use of stereotyped characters, exaggerated emotions and language, simplistic morality, and conflict"" LIAM fits this definition to a T. The viewer is hit over the head with the typical stereotypes of the fire and brimstone Catholic Church in the stern school marm and the well-fed priest squeezing money from parishioners. (A stereotype which is becoming very tiresome.) What's more--the Jewish characters are money lenders and factory owners!<br /><br />Much of the film was predictable...Who didn't think that we'd see Theresa scrubbing the toilet after her mother had told her ""No daughter of mine will scrub another woman's toilet!"" I'm a fan of British realism if it's done well. In my opinion, LIAM is not.<br /><br />",negative,0
"I saw the omen when i was 11 on tv. I enjoyed the Trilogy. So when the chance to finally see one at the cinema came around i didnt pass it up. I went in to the cinema knowing that what i was about to see wasnt a cinema release but a made for TV film. However being a fan i couldnt resist. But this Omen movie which i saw at a midnight screening didnt bring chills it brought laughter. Risible Dialogue such as ""it is written that if a baby cries during baptism they reject there god"". What nonsense.No decent set pieces. Faye Grant so Good in V is wasted with this script from hell. No suprises and no fun. However i did laugh out loud several times at our bad it was.Truly Pathetic.1 out of 10",negative,0
"For me an unsatisfactory, unconvincing heist movie. With an A-List cast, particularly the three leads and an experienced maverick director like Spike Lee I was expecting far more and in the end felt that what was delivered added little to this movie sub-genre. For a start I didn't like the pacing of the film, starting off with mastermind Clive Owen's raison d'etre piece to camera, unnecessarily repeated at the conclusion, then finding the narrative peppered with confusing, not to say unreal-seeming witness interviews, then finding yourself jumped into scenes you sense had begun earlier. Of course the camera work is fluid throughout, constantly on the move and incorporating hand-camera shots a-plenty, but director Lee fails to deliver thrills or suspense, falling down fundamentally by not making anything of the key protagonists in the film. Denzel Washington is weighed down with the clothes and bad-ass jive talk of a ""Shaft"" movie thirty - five years earlier (he even has that ""no-one understands him but his woman"" thing going on, replete with his ""hot"" girlfriend, baiting her with some downright crude and inappropriate ""dirty-talk"") and his mild ""In The Heat Of The Night"" riff with Willem Defoe (in almost a bit-part) raises barely a ripple. Clive Owens plays his character with a resolutely English accent even as we're given to believe the gang is Arab-based, also hindered by having to play 90% of the film with a mask over his face. Jodie Foster delivers another of her patented tight-lipped, ice maiden, sub-Clarice Starling turns as a well connected financial bounty-hunter, if you will, to little effect. Overall it's a real mish-mash of a film, with a light but obvious twist at the end, in fact the title gives it away from the start, spoiler fans. Worst scene (of many) is undoubtedly Washington's witness-interview, unbelievably, with an 8 year old street-kid, although Owen's dialogue with the same child minutes earlier runs it close in the embarrassment stakes. During the film in-joke references are made by characters to classic heist films like ""Serpico"" and ""Dog Day Afternoon"" - but there's no honour in self-praise. More like ""The Hot Rock"" instead...and even that was good for a few laughs.",negative,0
"Hey, remember when Hal Hartley was brilliant? What a time that was. I'd say the Book of Life was when things really started going downhill, but I will say that at least he went uphill from this one. A movie that looks like it was filmed on someone's cell phone wouldn't have to be a bad thing if it was distinguished by an interesting story and dialog, but alas, those are missing, along with Hartley's spare, quirky dialog. In their place is tedious exposition on themes of Christian end of times and a trite story of a modern Jesus in a quandary, packaged in a trying-to-be-hip modern world where everyone looks like someone out of a Hal Hartley movie. While it picks up a little in its second half, it's never enjoyable, or especially sensible. What the hell happened to you, Hartley?",negative,0
"I love watching early colour films - you mean those 40s clothes weren't all grey? <br /><br />Margaret Rutherford dominates this movie. Her ""eccentric"" garb is actually rather attractive and yes, she has an amazing hourglass figure. But I feel she was given her head rather too much. She probably developed this characterisation over many performances, and nobody told her ""If it gets a laugh, leave it out."" She does too much deranged fooling about when she's supposed to be surprisingly down to earth. The Madame Arcati joke is that mediums were usually portrayed as wispy females in long drapery. Arcati behaves like a retired headmistress (We'll really put our backs into it!). The contrast between her breezy, commonplace manner and her wacky beliefs isn't really brought out.<br /><br />Just because all the actors are English (apart from Cummings), the Americans feel they have to use the words ""Brit"", ""stiff"", ""lip"" and ""upper"". Oh, give it a rest! The three main characters lose their tempers constantly and make risqué remarks (Did he make love to you? Yes, but very discreetly - he was in the cavalry!).",negative,0
Everything about this film was terrible. To start with this film had a pretty good cast and I find it impossible to make such a great cast into the biggest disaster to the gangster film genre ever. The sound track was like one of a very bad slap stick comedy. It had this music through the whole film and it started to get quite irritating.<br /><br />PLEASE PLEASE PLEASE PLEASE PLEASE DO NOT INFLICT YOURSELF WITH THIS DISASTER YOU WILL ONLY BE HURT,negative,0
"A friend warned me that this was the worst movie he had ever seen. I was curious, because it had developed a bit of a cult status. I like a lot of odd indie cult movies so I gave it a shot. I have to agree with my friend. It is a steaming pile of dung. I am sorry to the people who love this movie, but I can recommend much better stuff if you want to watch a twisted indie cult film. Try Peter Jackson's Dead Alive (aka Braindead), Cemetery Man (aka Dellamorte Dellamore) , or Modern vampires.",negative,0
"Silent Night, Deadly Night 5 is the very last of the series, and like part 4, it's unrelated to the first three except by title and the fact that it's a Christmas-themed horror flick.<br /><br />Except to the oblivious, there's some obvious things going on here...Mickey Rooney plays a toymaker named Joe Petto and his creepy son's name is Pino. Ring a bell, anyone? Now, a little boy named Derek heard a knock at the door one evening, and opened it to find a present on the doorstep for him. Even though it said ""don't open till Christmas"", he begins to open it anyway but is stopped by his dad, who scolds him and sends him to bed, and opens the gift himself. Inside is a little red ball that sprouts Santa arms and a head, and proceeds to kill dad. Oops, maybe he should have left well-enough alone. Of course Derek is then traumatized by the incident since he watched it from the stairs, but he doesn't grow up to be some killer Santa, he just stops talking.<br /><br />There's a mysterious stranger lurking around, who seems very interested in the toys that Joe Petto makes. We even see him buying a bunch when Derek's mom takes him to the store to find a gift for him to bring him out of his trauma. And what exactly is this guy doing? Well, we're not sure but he does seem to be taking these toys apart to see what makes them tick. He does keep his landlord from evicting him by promising him to pay him in cash the next day and presents him with a ""Larry the Larvae"" toy for his kid, but of course ""Larry"" is not a good toy and gets out of the box in the car and of course, well, things aren't pretty.<br /><br />Anyway, eventually what's going on with Joe Petto and Pino is of course revealed, and as with the old story, Pino is not a ""real boy"". Pino is probably even more agitated and naughty because he suffers from ""Kenitalia"" (a smooth plastic crotch) so that could account for his evil ways. And the identity of the lurking stranger is revealed too, and there's even kind of a happy ending of sorts. Whee.<br /><br />A step up from part 4, but not much of one. Again, Brian Yuzna is involved, and Screaming Mad George, so some decent special effects, but not enough to make this great. A few leftovers from part 4 are hanging around too, like Clint Howard and Neith Hunter, but that doesn't really make any difference. Anyway, I now have seeing the whole series out of my system. Now if I could get some of it out of my brain. 4 out of 5.",negative,0
"I totally agree. This is ""Pitch Black underground"" and a well worn plot. The best scenes I thought were the divers exploring the caves, going through impossible subterranean passageways, some of them were heart pounding. The scenery was great. Had they dispensed with the staple ""alien"" toothy CGI badboys entirely the movie would have been much better. All they would have had to do is never show any monsters at all but have everyone wondering, and follow Jack's descent into madness, and this might have been a top rate hitchcock-style thriller, maybe award material. The acting isn't bad. But those rubber bats just reduce it to standard fare.",negative,0
"I really liked the movie 'The Emporer's New Groove', but watching this was like coming home and seeing your wife having ""relations"" with a llama. Seriously, this movie was bad. It's like Club Dread after Super Troopers. I am supposed to write 10 lines, but I don't even know what else to say. I laughed a couple of times, but only because I was drinking. A movie like that should at least be funny when your drunk. It was not. Maybe llamas are just funny and regular cartoon people aren't. Either way, just stick with The Emporer's New Groove if you want a funny, cartoon, llama-themed movie. Line 10 is this line right here.",negative,0
